"NAME","DP03_0062E","state","county",
"Brazoria County, Texas","66250","48","039",
"Brazos County, Texas","37913","48","041",
"Cameron County, Texas","34374","48","061",
"Collin County, Texas","80273","48","085",
"Comal County, Texas","72759","48","091",
"Coryell County, Texas","51217","48","099",
"Dallas County, Texas","47810","48","113",
"Denton County, Texas","74981","48","121",
"Ector County, Texas","55710","48","135",
"Ellis County, Texas","57880","48","139",
"El Paso County, Texas","39945","48","141",
"Fort Bend County, Texas","88023","48","157",
"Galveston County, Texas","60869","48","167",
"Grayson County, Texas","44378","48","181",
"Gregg County, Texas","45461","48","183",
"Guadalupe County, Texas","58270","48","187",
"Harris County, Texas","52489","48","201",
"Harrison County, Texas","39701","48","203",
"Hays County, Texas","58987","48","209",
"Henderson County, Texas","38493","48","213",
"Hidalgo County, Texas","35098","48","215",
"Hunt County, Texas","44303","48","231",
"Jefferson County, Texas","41838","48","245",
"Johnson County, Texas","56253","48","251",
"Kaufman County, Texas","65258","48","257",
"Liberty County, Texas","41711","48","291",
"Lubbock County, Texas","47309","48","303",
"McLennan County, Texas","40633","48","309",
"Midland County, Texas","72050","48","329",
"Montgomery County, Texas","68428","48","339",
"Nacogdoches County, Texas","35587","48","347",
"Nueces County, Texas","49338","48","355",
"Orange County, Texas","52728","48","361",
"Parker County, Texas","60454","48","367",
"Potter County, Texas","37823","48","375",
"Randall County, Texas","60801","48","381",
"Rockwall County, Texas","93054","48","397",
"San Patricio County, Texas","46425","48","409",
"Smith County, Texas","47745","48","423",
"Tarrant County, Texas","56895","48","439",
"Taylor County, Texas","44447","48","441",
"Tom Green County, Texas","45968","48","451",
"Travis County, Texas","60464","48","453",
"Victoria County, Texas","52304","48","469",
"Walker County, Texas","38369","48","471",
"Webb County, Texas","39991","48","479",
"Wichita County, Texas","43525","48","485",
"Williamson County, Texas","70911","48","491",
"Cache County, Utah","48587","49","005",
"Davis County, Utah","70335","49","011",
"Salt Lake County, Utah","61775","49","035",
"Utah County, Utah","60172","49","049",
"Washington County, Utah","51063","49","053",
"Weber County, Utah","53809","49","057",
"Chittenden County, Vermont","64958","50","007",
"Albemarle County, Virginia","70312","51","003",
"Arlington County, Virginia","102501","51","013",
"Augusta County, Virginia","55284","51","015",
"Bedford County, Virginia","57000","51","019",
"Chesterfield County, Virginia","66881","51","041",
"Fairfax County, Virginia","111079","51","059",
"Fauquier County, Virginia","82823","51","061",
"Frederick County, Virginia","69332","51","069",
"Hanover County, Virginia","77424","51","085",
"Henrico County, Virginia","59944","51","087",
"James City County, Virginia","73632","51","095",
"Loudoun County, Virginia","116848","51","107",
"Montgomery County, Virginia","45679","51","121",
"Prince William County, Virginia","95268","51","153",
"Roanoke County, Virginia","56400","51","161",
"Rockingham County, Virginia","56074","51","165",
"Spotsylvania County, Virginia","71901","51","177",
"Stafford County, Virginia","93454","51","179",
"York County, Virginia","78073","51","199",
"Alexandria city, Virginia","86775","51","510",
"Chesapeake city, Virginia","67252","51","550",
"Hampton city, Virginia","43785","51","650",
"Lynchburg city, Virginia","40477","51","680",
"Newport News city, Virginia","49184","51","700",
"Norfolk city, Virginia","44030","51","710",
"Portsmouth city, Virginia","43904","51","740",
"Richmond city, Virginia","39193","51","760",
"Roanoke city, Virginia","36651","51","770",
"Suffolk city, Virginia","60637","51","800",
"Virginia Beach city, Virginia","62855","51","810",
"Benton County, Washington","58997","53","005",
"Chelan County, Washington","51101","53","007",
"Clallam County, Washington","46566","53","009",
"Clark County, Washington","57588","53","011",
"Cowlitz County, Washington","48417","53","015",
"Franklin County, Washington","56631","53","021",
"Grant County, Washington","46728","53","025",
"Grays Harbor County, Washington","41315","53","027",
"Island County, Washington","51893","53","029",
"King County, Washington","71834","53","033",
"Kitsap County, Washington","62672","53","035",
"Lewis County, Washington","40601","53","041",
"Pierce County, Washington","57660","53","053",
"Skagit County, Washington","52448","53","057",
"Snohomish County, Washington","67394","53","061",
"Spokane County, Washington","47576","53","063",
"Thurston County, Washington","59785","53","067",
"Whatcom County, Washington","50186","53","073",
"Yakima County, Washington","41917","53","077",
"Berkeley County, West Virginia","55134","54","003",
"Cabell County, West Virginia","39019","54","011",
"Harrison County, West Virginia","41698","54","033",
"Kanawha County, West Virginia","46325","54","039",
"Monongalia County, West Virginia","49534","54","061",
"Raleigh County, West Virginia","40178","54","081",
"Wood County, West Virginia","41408","54","107",
"Brown County, Wisconsin","51160","55","009",
"Dane County, Wisconsin","60081","55","025",
"Dodge County, Wisconsin","51151","55","027",
"Eau Claire County, Wisconsin","49204","55","035",
"Fond du Lac County, Wisconsin","54198","55","039",
"Jefferson County, Wisconsin","51235","55","055",
"Kenosha County, Wisconsin","51013","55","059",
"La Crosse County, Wisconsin","51551","55","063",
"Manitowoc County, Wisconsin","47181","55","071",
"Marathon County, Wisconsin","51635","55","073",
"Milwaukee County, Wisconsin","41959","55","079",
"Outagamie County, Wisconsin","56433","55","087",
"Ozaukee County, Wisconsin","70899","55","089",
"Portage County, Wisconsin","49872","55","097",
"Racine County, Wisconsin","54209","55","101",
"Rock County, Wisconsin","47118","55","105",
"St. Croix County, Wisconsin","67502","55","109",
"Sheboygan County, Wisconsin","50678","55","117",
"Walworth County, Wisconsin","52057","55","127",
"Washington County, Wisconsin","66391","55","131",
"Waukesha County, Wisconsin","75368","55","133",
"Winnebago County, Wisconsin","49776","55","139",
"Wood County, Wisconsin","47726","55","141",
"Laramie County, Wyoming","61661","56","021",
"Natrona County, Wyoming","58635","56","025",
"Arecibo Municipio, Puerto Rico","16151","72","013",
"Bayamón Municipio, Puerto Rico","23741","72","021",
"Caguas Municipio, Puerto Rico","23583","72","025",
"Carolina Municipio, Puerto Rico","25988","72","031",
"Guaynabo Municipio, Puerto Rico","34649","72","061",
"Mayagüez Municipio, Puerto Rico","15155","72","097",
"Ponce Municipio, Puerto Rico","15990","72","113",
"San Juan Municipio, Puerto Rico","21309","72","127",
"Toa Alta Municipio, Puerto Rico","29170","72","135",
"Toa Baja Municipio, Puerto Rico","24523","72","137",
"Trujillo Alto Municipio, Puerto Rico","30015","72","139"
