"NAME","DP03_0062E","state","county",
"Collin County, Texas","81364","48","085",
"Comal County, Texas","56203","48","091",
"Coryell County, Texas","47139","48","099",
"Dallas County, Texas","47301","48","113",
"Denton County, Texas","71053","48","121",
"Ector County, Texas","51946","48","135",
"Ellis County, Texas","57097","48","139",
"El Paso County, Texas","40345","48","141",
"Fort Bend County, Texas","86256","48","157",
"Galveston County, Texas","60551","48","167",
"Grayson County, Texas","47475","48","181",
"Gregg County, Texas","42153","48","183",
"Guadalupe County, Texas","63608","48","187",
"Harris County, Texas","51289","48","201",
"Harrison County, Texas","43131","48","203",
"Hays County, Texas","52615","48","209",
"Henderson County, Texas","37077","48","213",
"Hidalgo County, Texas","33761","48","215",
"Hunt County, Texas","42376","48","231",
"Jefferson County, Texas","40795","48","245",
"Johnson County, Texas","57569","48","251",
"Kaufman County, Texas","54224","48","257",
"Liberty County, Texas","50006","48","291",
"Lubbock County, Texas","41783","48","303",
"McLennan County, Texas","40658","48","309",
"Midland County, Texas","61331","48","329",
"Montgomery County, Texas","65610","48","339",
"Nacogdoches County, Texas","32555","48","347",
"Nueces County, Texas","49169","48","355",
"Orange County, Texas","50574","48","361",
"Parker County, Texas","64556","48","367",
"Potter County, Texas","35426","48","375",
"Randall County, Texas","55833","48","381",
"Rockwall County, Texas","82399","48","397",
"San Patricio County, Texas","50546","48","409",
"Smith County, Texas","46286","48","423",
"Tarrant County, Texas","56040","48","439",
"Taylor County, Texas","43855","48","441",
"Tom Green County, Texas","44651","48","451",
"Travis County, Texas","57368","48","453",
"Victoria County, Texas","50076","48","469",
"Walker County, Texas","36382","48","471",
"Webb County, Texas","36624","48","479",
"Wichita County, Texas","45363","48","485",
"Williamson County, Texas","70721","48","491",
"Cache County, Utah","46016","49","005",
"Davis County, Utah","68931","49","011",
"Salt Lake County, Utah","58856","49","035",
"Utah County, Utah","58425","49","049",
"Washington County, Utah","43837","49","053",
"Weber County, Utah","54045","49","057",
"Chittenden County, Vermont","63686","50","007",
"Albemarle County, Virginia","72917","51","003",
"Arlington County, Virginia","100474","51","013",
"Augusta County, Virginia","47279","51","015",
"Bedford County, Virginia","57625","51","019",
"Chesterfield County, Virginia","70243","51","041",
"Fairfax County, Virginia","107096","51","059",
"Fauquier County, Virginia","83677","51","061",
"Frederick County, Virginia","67289","51","069",
"Hanover County, Virginia","74128","51","085",
"Henrico County, Virginia","58338","51","087",
"James City County, Virginia","79435","51","095",
"Loudoun County, Virginia","117876","51","107",
"Montgomery County, Virginia","41625","51","121",
"Prince William County, Virginia","93744","51","153",
"Roanoke County, Virginia","57515","51","161",
"Rockingham County, Virginia","50818","51","165",
"Spotsylvania County, Virginia","78914","51","177",
"Stafford County, Virginia","97606","51","179",
"York County, Virginia","71974","51","199",
"Alexandria city, Virginia","81160","51","510",
"Chesapeake city, Virginia","65562","51","550",
"Hampton city, Virginia","47472","51","650",
"Lynchburg city, Virginia","36912","51","680",
"Newport News city, Virginia","47476","51","700",
"Norfolk city, Virginia","42644","51","710",
"Portsmouth city, Virginia","42487","51","740",
"Richmond city, Virginia","38185","51","760",
"Roanoke city, Virginia","37890","51","770",
"Suffolk city, Virginia","65394","51","800",
"Virginia Beach city, Virginia","61626","51","810",
"Benton County, Washington","57774","53","005",
"Chelan County, Washington","45837","53","007",
"Clallam County, Washington","42485","53","009",
"Clark County, Washington","55719","53","011",
"Cowlitz County, Washington","47692","53","015",
"Franklin County, Washington","55392","53","021",
"Grant County, Washington","46295","53","025",
"Grays Harbor County, Washington","42057","53","027",
"Island County, Washington","57381","53","029",
"King County, Washington","69047","53","033",
"Kitsap County, Washington","59073","53","035",
"Lewis County, Washington","42927","53","041",
"Pierce County, Washington","57629","53","053",
"Skagit County, Washington","53400","53","057",
"Snohomish County, Washington","67136","53","061",
"Spokane County, Washington","47624","53","063",
"Thurston County, Washington","58239","53","067",
"Whatcom County, Washington","51458","53","073",
"Yakima County, Washington","43942","53","077",
"Berkeley County, West Virginia","53248","54","003",
"Cabell County, West Virginia","35567","54","011",
"Harrison County, West Virginia","40022","54","033",
"Kanawha County, West Virginia","46914","54","039",
"Monongalia County, West Virginia","39532","54","061",
"Raleigh County, West Virginia","40705","54","081",
"Wood County, West Virginia","42857","54","107",
"Brown County, Wisconsin","50131","55","009",
"Dane County, Wisconsin","59792","55","025",
"Dodge County, Wisconsin","50781","55","027",
"Eau Claire County, Wisconsin","47913","55","035",
"Fond du Lac County, Wisconsin","53065","55","039",
"Jefferson County, Wisconsin","53675","55","055",
"Kenosha County, Wisconsin","54172","55","059",
"La Crosse County, Wisconsin","47360","55","063",
"Manitowoc County, Wisconsin","46045","55","071",
"Marathon County, Wisconsin","52419","55","073",
"Milwaukee County, Wisconsin","42381","55","079",
"Outagamie County, Wisconsin","56918","55","087",
"Ozaukee County, Wisconsin","75170","55","089",
"Portage County, Wisconsin","45215","55","097",
"Racine County, Wisconsin","51904","55","101",
"Rock County, Wisconsin","45989","55","105",
"St. Croix County, Wisconsin","67870","55","109",
"Sheboygan County, Wisconsin","51899","55","117",
"Walworth County, Wisconsin","48940","55","127",
"Washington County, Wisconsin","64221","55","131",
"Waukesha County, Wisconsin","72364","55","133",
"Winnebago County, Wisconsin","51458","55","139",
"Wood County, Wisconsin","44568","55","141",
"Laramie County, Wyoming","54192","56","021",
"Natrona County, Wyoming","54526","56","025",
"Arecibo Municipio, Puerto Rico","16041","72","013",
"Bayamón Municipio, Puerto Rico","22952","72","021",
"Caguas Municipio, Puerto Rico","23870","72","025",
"Carolina Municipio, Puerto Rico","29498","72","031",
"Guaynabo Municipio, Puerto Rico","31217","72","061",
"Mayagüez Municipio, Puerto Rico","15771","72","097",
"Ponce Municipio, Puerto Rico","16488","72","113",
"San Juan Municipio, Puerto Rico","22150","72","127",
"Toa Alta Municipio, Puerto Rico","27498","72","135",
"Toa Baja Municipio, Puerto Rico","22197","72","137",
"Trujillo Alto Municipio, Puerto Rico","30379","72","139"
