,NAME,Median Household,state,county,Unnamed: 4
431,"Warren County, New Jersey",71444,34,41,
432,"Bernalillo County, New Mexico",47134,35,1,
433,"Chaves County, New Mexico",39696,35,5,
434,"Doña Ana County, New Mexico",39502,35,13,
435,"Lea County, New Mexico",61351,35,25,
436,"McKinley County, New Mexico",27041,35,31,
437,"Otero County, New Mexico",42603,35,35,
438,"Sandoval County, New Mexico",55398,35,43,
439,"San Juan County, New Mexico",48773,35,45,
440,"Santa Fe County, New Mexico",52809,35,49,
441,"Valencia County, New Mexico",37628,35,61,
442,"Albany County, New York",60655,36,1,
443,"Bronx County, New York",33712,36,5,
444,"Broome County, New York",46776,36,7,
445,"Cattaraugus County, New York",44320,36,9,
446,"Cayuga County, New York",53780,36,11,
447,"Chautauqua County, New York",41808,36,13,
448,"Chemung County, New York",50232,36,15,
449,"Clinton County, New York",53575,36,19,
450,"Dutchess County, New York",71165,36,27,
451,"Erie County, New York",50132,36,29,
452,"Jefferson County, New York",51086,36,45,
453,"Kings County, New York",47966,36,47,
454,"Livingston County, New York",48456,36,51,
455,"Madison County, New York",51873,36,53,
456,"Monroe County, New York",51217,36,55,
457,"Nassau County, New York",99035,36,59,
458,"New York County, New York",76089,36,61,
459,"Niagara County, New York",49700,36,63,
460,"Oneida County, New York",48803,36,65,
461,"Onondaga County, New York",52947,36,67,
462,"Ontario County, New York",59093,36,69,
463,"Orange County, New York",70240,36,71,
464,"Oswego County, New York",47013,36,75,
465,"Putnam County, New York",97483,36,79,
466,"Queens County, New York",57241,36,81,
467,"Rensselaer County, New York",61457,36,83,
468,"Richmond County, New York",71121,36,85,
469,"Rockland County, New York",85037,36,87,
470,"St. Lawrence County, New York",43758,36,89,
471,"Saratoga County, New York",72354,36,91,
472,"Schenectady County, New York",57587,36,93,
473,"Steuben County, New York",46889,36,101,
474,"Suffolk County, New York",86266,36,103,
475,"Sullivan County, New York",53219,36,105,
476,"Tompkins County, New York",52885,36,109,
477,"Ulster County, New York",58093,36,111,
478,"Warren County, New York",57294,36,113,
479,"Wayne County, New York",45951,36,117,
480,"Westchester County, New York",83477,36,119,
481,"Alamance County, North Carolina",39576,37,1,
482,"Brunswick County, North Carolina",46721,37,19,
483,"Buncombe County, North Carolina",47671,37,21,
484,"Burke County, North Carolina",37086,37,23,
485,"Cabarrus County, North Carolina",54347,37,25,
486,"Caldwell County, North Carolina",37876,37,27,
487,"Carteret County, North Carolina",48881,37,31,
488,"Catawba County, North Carolina",44677,37,35,
489,"Chatham County, North Carolina",54229,37,37,
490,"Cleveland County, North Carolina",37433,37,45,
491,"Craven County, North Carolina",43380,37,49,
492,"Cumberland County, North Carolina",42248,37,51,
493,"Davidson County, North Carolina",42201,37,57,
494,"Durham County, North Carolina",50504,37,63,
495,"Forsyth County, North Carolina",45220,37,67,
496,"Gaston County, North Carolina",41011,37,71,
497,"Guilford County, North Carolina",44069,37,81,
498,"Harnett County, North Carolina",44880,37,85,
499,"Henderson County, North Carolina",47335,37,89,
500,"Iredell County, North Carolina",54384,37,97,
501,"Johnston County, North Carolina",48851,37,101,
502,"Lincoln County, North Carolina",48131,37,109,
503,"Mecklenburg County, North Carolina",58841,37,119,
504,"Moore County, North Carolina",51328,37,125,
505,"Nash County, North Carolina",43209,37,127,
506,"New Hanover County, North Carolina",49982,37,129,
507,"Onslow County, North Carolina",47581,37,133,
508,"Orange County, North Carolina",59658,37,135,
509,"Pitt County, North Carolina",41632,37,147,
510,"Randolph County, North Carolina",41107,37,151,
511,"Robeson County, North Carolina",29889,37,155,
512,"Rockingham County, North Carolina",38878,37,157,
513,"Rowan County, North Carolina",45978,37,159,
514,"Rutherford County, North Carolina",34347,37,161,
515,"Surry County, North Carolina",36511,37,171,
516,"Union County, North Carolina",62898,37,179,
517,"Wake County, North Carolina",66634,37,183,
518,"Wayne County, North Carolina",35966,37,191,
519,"Wilkes County, North Carolina",30743,37,193,
520,"Wilson County, North Carolina",38774,37,195,
521,"Burleigh County, North Dakota",68339,38,15,
522,"Cass County, North Dakota",52604,38,17,
523,"Grand Forks County, North Dakota",49532,38,35,
524,"Ward County, North Dakota",66570,38,101,
525,"Allen County, Ohio",42701,39,3,
526,"Ashtabula County, Ohio",39079,39,7,
527,"Belmont County, Ohio",42079,39,13,
528,"Butler County, Ohio",58730,39,17,
529,"Clark County, Ohio",41729,39,23,
530,"Clermont County, Ohio",62554,39,25,
531,"Columbiana County, Ohio",42640,39,29,
532,"Cuyahoga County, Ohio",44016,39,35,
533,"Delaware County, Ohio",96949,39,41,
534,"Erie County, Ohio",48734,39,43,
535,"Fairfield County, Ohio",59933,39,45,
536,"Franklin County, Ohio",53180,39,49,
537,"Geauga County, Ohio",72001,39,55,
538,"Greene County, Ohio",58396,39,57,
539,"Hamilton County, Ohio",48770,39,61,
540,"Hancock County, Ohio",50898,39,63,
541,"Jefferson County, Ohio",40293,39,81,
542,"Lake County, Ohio",58721,39,85,
543,"Licking County, Ohio",57654,39,89,
544,"Lorain County, Ohio",52082,39,93,
545,"Lucas County, Ohio",42132,39,95,
546,"Mahoning County, Ohio",41134,39,99,
547,"Marion County, Ohio",39233,39,101,
548,"Medina County, Ohio",67969,39,103,
549,"Miami County, Ohio",51087,39,109,
550,"Montgomery County, Ohio",42644,39,113,
551,"Muskingum County, Ohio",41230,39,119,
552,"Portage County, Ohio",51275,39,133,
553,"Richland County, Ohio",41548,39,139,
554,"Ross County, Ohio",40764,39,141,
555,"Scioto County, Ohio",38233,39,145,
556,"Stark County, Ohio",47713,39,151,
557,"Summit County, Ohio",50365,39,153,
558,"Trumbull County, Ohio",43039,39,155,
559,"Tuscarawas County, Ohio",46253,39,157,
560,"Warren County, Ohio",71731,39,165,
561,"Wayne County, Ohio",49988,39,169,
562,"Wood County, Ohio",54402,39,173,
563,"Canadian County, Oklahoma",68552,40,17,
564,"Cleveland County, Oklahoma",58286,40,27,
565,"Comanche County, Oklahoma",47235,40,31,
566,"Creek County, Oklahoma",47286,40,37,
567,"Muskogee County, Oklahoma",42756,40,101,
568,"Oklahoma County, Oklahoma",48183,40,109,
569,"Payne County, Oklahoma",38642,40,119,
570,"Pottawatomie County, Oklahoma",46839,40,125,
571,"Rogers County, Oklahoma",55626,40,131,
572,"Tulsa County, Oklahoma",50460,40,143,
573,"Wagoner County, Oklahoma",59170,40,145,
574,"Benton County, Oregon",52486,41,3,
575,"Clackamas County, Oregon",65316,41,5,
576,"Deschutes County, Oregon",52006,41,17,
577,"Douglas County, Oregon",42000,41,19,
578,"Jackson County, Oregon",44918,41,29,
579,"Josephine County, Oregon",36870,41,33,
580,"Klamath County, Oregon",39148,41,35,
581,"Lane County, Oregon",44877,41,39,
582,"Linn County, Oregon",43428,41,43,
583,"Marion County, Oregon",48620,41,47,
584,"Multnomah County, Oregon",53660,41,51,
585,"Polk County, Oregon",51893,41,53,
586,"Umatilla County, Oregon",44402,41,59,
587,"Washington County, Oregon",66136,41,67,
588,"Yamhill County, Oregon",52255,41,71,
589,"Adams County, Pennsylvania",61543,42,1,
590,"Allegheny County, Pennsylvania",52400,42,3,
591,"Armstrong County, Pennsylvania",44946,42,5,
592,"Beaver County, Pennsylvania",51222,42,7,
593,"Berks County, Pennsylvania",56059,42,11,
594,"Blair County, Pennsylvania",44019,42,13,
595,"Bucks County, Pennsylvania",77917,42,17,
596,"Butler County, Pennsylvania",60782,42,19,
597,"Cambria County, Pennsylvania",43224,42,21,
598,"Carbon County, Pennsylvania",50023,42,25,
599,"Centre County, Pennsylvania",51367,42,27,
600,"Chester County, Pennsylvania",85373,42,29,
601,"Clearfield County, Pennsylvania",39592,42,33,
602,"Columbia County, Pennsylvania",48540,42,37,
603,"Crawford County, Pennsylvania",44598,42,39,
604,"Cumberland County, Pennsylvania",62759,42,41,
605,"Dauphin County, Pennsylvania",52975,42,43,
606,"Delaware County, Pennsylvania",62993,42,45,
607,"Erie County, Pennsylvania",45560,42,49,
608,"Fayette County, Pennsylvania",36562,42,51,
609,"Franklin County, Pennsylvania",49487,42,55,
610,"Indiana County, Pennsylvania",42431,42,63,
611,"Lackawanna County, Pennsylvania",45265,42,69,
612,"Lancaster County, Pennsylvania",57403,42,71,
613,"Lawrence County, Pennsylvania",45356,42,73,
614,"Lebanon County, Pennsylvania",54068,42,75,
615,"Lehigh County, Pennsylvania",58603,42,77,
616,"Luzerne County, Pennsylvania",44311,42,79,
617,"Lycoming County, Pennsylvania",45161,42,81,
618,"Mercer County, Pennsylvania",43574,42,85,
619,"Monroe County, Pennsylvania",63118,42,89,
620,"Montgomery County, Pennsylvania",79495,42,91,
621,"Northampton County, Pennsylvania",61879,42,95,
