,NAME,Median Household,state,county,Unnamed: 4
43,"Washington County, Arkansas",42073,5,143,
44,"White County, Arkansas",43643,5,145,
45,"Alameda County, California",72399,6,1,
46,"Butte County, California",42752,6,7,
47,"Contra Costa County, California",79100,6,13,
48,"El Dorado County, California",61365,6,17,
49,"Fresno County, California",43925,6,19,
50,"Humboldt County, California",42092,6,23,
51,"Imperial County, California",43310,6,25,
52,"Kern County, California",46879,6,29,
53,"Kings County, California",45774,6,31,
54,"Lake County, California",37079,6,33,
55,"Los Angeles County, California",54529,6,37,
56,"Madera County, California",39758,6,39,
57,"Marin County, California",96580,6,41,
58,"Mendocino County, California",42042,6,45,
59,"Merced County, California",40687,6,47,
60,"Monterey County, California",57052,6,53,
61,"Napa County, California",70914,6,55,
62,"Nevada County, California",54851,6,57,
63,"Orange County, California",74163,6,59,
64,"Placer County, California",73328,6,61,
65,"Riverside County, California",54095,6,65,
66,"Sacramento County, California",52936,6,67,
67,"San Bernardino County, California",52323,6,71,
68,"San Diego County, California",61426,6,73,
69,"San Francisco County, California",77485,6,75,
70,"San Joaquin County, California",51432,6,77,
71,"San Luis Obispo County, California",58158,6,79,
72,"San Mateo County, California",91322,6,81,
73,"Santa Barbara County, California",62421,6,83,
74,"Santa Clara County, California",92014,6,85,
75,"Santa Cruz County, California",68438,6,87,
76,"Shasta County, California",40332,6,89,
77,"Solano County, California",63520,6,95,
78,"Sonoma County, California",61029,6,97,
79,"Stanislaus County, California",47962,6,99,
80,"Sutter County, California",49139,6,101,
81,"Tulare County, California",39422,6,107,
82,"Ventura County, California",77363,6,111,
83,"Yolo County, California",54898,6,113,
84,"Yuba County, California",43801,6,115,
85,"Adams County, Colorado",54878,8,1,
86,"Arapahoe County, Colorado",60956,8,5,
87,"Boulder County, Colorado",71604,8,13,
88,"Denver County, Colorado",51089,8,31,
89,"Douglas County, Colorado",102961,8,35,
90,"El Paso County, Colorado",57098,8,41,
91,"Jefferson County, Colorado",68201,8,59,
92,"Larimer County, Colorado",59052,8,69,
93,"Mesa County, Colorado",46723,8,77,
94,"Pueblo County, Colorado",41218,8,101,
95,"Weld County, Colorado",58611,8,123,
96,"Fairfield County, Connecticut",82084,9,1,
97,"Hartford County, Connecticut",63603,9,3,
98,"Litchfield County, Connecticut",70981,9,5,
99,"Middlesex County, Connecticut",75303,9,7,
100,"New Haven County, Connecticut",58571,9,9,
101,"New London County, Connecticut",62883,9,11,
102,"Tolland County, Connecticut",72954,9,13,
103,"Windham County, Connecticut",57503,9,15,
104,"Kent County, Delaware",54794,10,1,
105,"New Castle County, Delaware",63109,10,3,
106,"Sussex County, Delaware",50629,10,5,
107,"District of Columbia, District of Columbia",67572,11,1,
108,"Alachua County, Florida",38454,12,1,
109,"Bay County, Florida",45594,12,5,
110,"Brevard County, Florida",46472,12,9,
111,"Broward County, Florida",50446,12,11,
112,"Charlotte County, Florida",43698,12,15,
113,"Citrus County, Florida",40015,12,17,
114,"Clay County, Florida",57757,12,19,
115,"Collier County, Florida",54406,12,21,
116,"Columbia County, Florida",45220,12,23,
117,"Duval County, Florida",47906,12,31,
118,"Escambia County, Florida",42877,12,33,
119,"Flagler County, Florida",46055,12,35,
120,"Hernando County, Florida",39193,12,53,
121,"Highlands County, Florida",33811,12,55,
122,"Hillsborough County, Florida",49597,12,57,
123,"Indian River County, Florida",42401,12,61,
124,"Lake County, Florida",44026,12,69,
125,"Lee County, Florida",46383,12,71,
126,"Leon County, Florida",46859,12,73,
127,"Manatee County, Florida",48309,12,81,
128,"Marion County, Florida",38695,12,83,
129,"Martin County, Florida",49444,12,85,
130,"Miami-Dade County, Florida",41913,12,86,
131,"Monroe County, Florida",50838,12,87,
132,"Nassau County, Florida",54330,12,89,
133,"Okaloosa County, Florida",55139,12,91,
134,"Orange County, Florida",46716,12,95,
135,"Osceola County, Florida",41361,12,97,
136,"Palm Beach County, Florida",51804,12,99,
137,"Pasco County, Florida",45678,12,101,
138,"Pinellas County, Florida",43703,12,103,
139,"Polk County, Florida",42435,12,105,
140,"Putnam County, Florida",32295,12,107,
141,"St. Johns County, Florida",64862,12,109,
142,"St. Lucie County, Florida",42504,12,111,
143,"Santa Rosa County, Florida",54843,12,113,
144,"Sarasota County, Florida",48263,12,115,
145,"Seminole County, Florida",55058,12,117,
146,"Sumter County, Florida",52891,12,119,
147,"Volusia County, Florida",40919,12,127,
148,"Barrow County, Georgia",56051,13,13,
149,"Bartow County, Georgia",45191,13,15,
150,"Bibb County, Georgia",36327,13,21,
151,"Bulloch County, Georgia",36153,13,31,
152,"Carroll County, Georgia",45682,13,45,
153,"Catoosa County, Georgia",51608,13,47,
154,"Chatham County, Georgia",45263,13,51,
155,"Cherokee County, Georgia",64705,13,57,
156,"Clarke County, Georgia",31551,13,59,
157,"Clayton County, Georgia",40754,13,63,
158,"Cobb County, Georgia",63086,13,67,
159,"Columbia County, Georgia",72167,13,73,
160,"Coweta County, Georgia",61351,13,77,
161,"DeKalb County, Georgia",49796,13,89,
162,"Dougherty County, Georgia",30504,13,95,
163,"Douglas County, Georgia",50281,13,97,
164,"Fayette County, Georgia",81394,13,113,
165,"Floyd County, Georgia",37296,13,115,
166,"Forsyth County, Georgia",86052,13,117,
167,"Fulton County, Georgia",55914,13,121,
168,"Glynn County, Georgia",41502,13,127,
169,"Gwinnett County, Georgia",58917,13,135,
170,"Hall County, Georgia",44998,13,139,
171,"Henry County, Georgia",59097,13,151,
172,"Houston County, Georgia",49660,13,153,
173,"Liberty County, Georgia",39140,13,179,
174,"Lowndes County, Georgia",35317,13,185,
175,"Muscogee County, Georgia",40499,13,215,
176,"Newton County, Georgia",54107,13,217,
177,"Paulding County, Georgia",56307,13,223,
178,"Richmond County, Georgia",35649,13,245,
179,"Rockdale County, Georgia",49767,13,247,
180,"Troup County, Georgia",43642,13,285,
181,"Walker County, Georgia",42018,13,295,
182,"Walton County, Georgia",53233,13,297,
183,"Whitfield County, Georgia",38126,13,313,
184,"Hawaii County, Hawaii",48399,15,1,
185,"Honolulu County, Hawaii",73388,15,3,
186,"Kauai County, Hawaii",60155,15,7,
187,"Maui County, Hawaii",65558,15,9,
188,"Ada County, Idaho",52542,16,1,
189,"Bannock County, Idaho",42174,16,5,
190,"Bonneville County, Idaho",49884,16,19,
191,"Canyon County, Idaho",41941,16,27,
192,"Kootenai County, Idaho",54919,16,55,
193,"Twin Falls County, Idaho",47403,16,83,
194,"Adams County, Illinois",41327,17,1,
195,"Champaign County, Illinois",45682,17,19,
196,"Cook County, Illinois",53827,17,31,
197,"DeKalb County, Illinois",52867,17,37,
198,"DuPage County, Illinois",76195,17,43,
199,"Kane County, Illinois",72108,17,89,
200,"Kankakee County, Illinois",49761,17,91,
201,"Kendall County, Illinois",74859,17,93,
202,"Lake County, Illinois",74869,17,97,
203,"LaSalle County, Illinois",48552,17,99,
204,"McHenry County, Illinois",75449,17,111,
205,"McLean County, Illinois",61846,17,113,
206,"Macon County, Illinois",45957,17,115,
207,"Madison County, Illinois",54101,17,119,
208,"Peoria County, Illinois",49391,17,143,
209,"Rock Island County, Illinois",48159,17,161,
210,"St. Clair County, Illinois",48136,17,163,
211,"Sangamon County, Illinois",55317,17,167,
212,"Tazewell County, Illinois",56656,17,179,
213,"Vermilion County, Illinois",45089,17,183,
214,"Will County, Illinois",74397,17,197,
215,"Williamson County, Illinois",44418,17,199,
216,"Winnebago County, Illinois",46946,17,201,
217,"Allen County, Indiana",45006,18,3,
218,"Bartholomew County, Indiana",52505,18,5,
219,"Clark County, Indiana",50760,18,19,
220,"Delaware County, Indiana",36402,18,35,
221,"Elkhart County, Indiana",45387,18,39,
222,"Floyd County, Indiana",57401,18,43,
223,"Grant County, Indiana",38665,18,53,
224,"Hamilton County, Indiana",81958,18,57,
225,"Hancock County, Indiana",65421,18,59,
226,"Hendricks County, Indiana",67535,18,63,
227,"Howard County, Indiana",44265,18,67,
228,"Johnson County, Indiana",57245,18,81,
229,"Kosciusko County, Indiana",51221,18,85,
230,"Lake County, Indiana",48302,18,89,
231,"LaPorte County, Indiana",46506,18,91,
232,"Madison County, Indiana",40913,18,95,
233,"Marion County, Indiana",41345,18,97,
234,"Monroe County, Indiana",41972,18,105,
235,"Morgan County, Indiana",56664,18,109,
236,"Porter County, Indiana",63806,18,127,
237,"St. Joseph County, Indiana",40528,18,141,
238,"Tippecanoe County, Indiana",47731,18,157,
239,"Vanderburgh County, Indiana",41102,18,163,
240,"Vigo County, Indiana",37930,18,167,
241,"Wayne County, Indiana",34745,18,177,
242,"Black Hawk County, Iowa",45666,19,13,
243,"Dallas County, Iowa",78837,19,49,
244,"Dubuque County, Iowa",51735,19,61,
245,"Johnson County, Iowa",51606,19,103,
246,"Linn County, Iowa",56151,19,113,
247,"Polk County, Iowa",59328,19,153,
248,"Pottawattamie County, Iowa",50557,19,155,
249,"Scott County, Iowa",53884,19,163,
250,"Story County, Iowa",50279,19,169,
251,"Woodbury County, Iowa",45594,19,193,
252,"Butler County, Kansas",55647,20,15,
253,"Douglas County, Kansas",52150,20,45,
254,"Johnson County, Kansas",73737,20,91,
255,"Leavenworth County, Kansas",68266,20,103,
256,"Riley County, Kansas",43778,20,161,
257,"Sedgwick County, Kansas",48361,20,173,
258,"Shawnee County, Kansas",50150,20,177,
259,"Wyandotte County, Kansas",38412,20,209,
260,"Boone County, Kentucky",64414,21,15,
261,"Bullitt County, Kentucky",60264,21,29,
262,"Campbell County, Kentucky",53323,21,37,
263,"Christian County, Kentucky",45206,21,47,
264,"Daviess County, Kentucky",47252,21,59,
265,"Fayette County, Kentucky",47535,21,67,
266,"Hardin County, Kentucky",48035,21,93,
267,"Jefferson County, Kentucky",47488,21,111,
268,"Kenton County, Kentucky",53761,21,117,
269,"McCracken County, Kentucky",41209,21,145,
270,"Madison County, Kentucky",45316,21,151,
271,"Pike County, Kentucky",34373,21,195,
272,"Warren County, Kentucky",48783,21,227,
273,"Ascension Parish, Louisiana",75308,22,5,
274,"Bossier Parish, Louisiana",51796,22,15,
275,"Caddo Parish, Louisiana",39683,22,17,
276,"Calcasieu Parish, Louisiana",42625,22,19,
277,"East Baton Rouge Parish, Louisiana",48463,22,33,
278,"Iberia Parish, Louisiana",39793,22,45,
279,"Jefferson Parish, Louisiana",46576,22,51,
280,"Lafayette Parish, Louisiana",57949,22,55,
281,"Lafourche Parish, Louisiana",52373,22,57,
282,"Livingston Parish, Louisiana",52246,22,63,
283,"Orleans Parish, Louisiana",36631,22,71,
284,"Ouachita Parish, Louisiana",40473,22,73,
285,"Rapides Parish, Louisiana",39331,22,79,
286,"St. Landry Parish, Louisiana",31955,22,97,
287,"St. Tammany Parish, Louisiana",61280,22,103,
288,"Tangipahoa Parish, Louisiana",44166,22,105,
289,"Terrebonne Parish, Louisiana",55148,22,109,
290,"Androscoggin County, Maine",44127,23,1,
291,"Aroostook County, Maine",36825,23,3,
292,"Cumberland County, Maine",54780,23,5,
293,"Kennebec County, Maine",44724,23,11,
294,"Penobscot County, Maine",43598,23,19,
295,"York County, Maine",55350,23,31,
296,"Allegany County, Maryland",40165,24,1,
297,"Anne Arundel County, Maryland",86230,24,3,
298,"Baltimore County, Maryland",64795,24,5,
299,"Calvert County, Maryland",94196,24,9,
300,"Carroll County, Maryland",82955,24,13,
301,"Cecil County, Maryland",66090,24,15,
302,"Charles County, Maryland",88797,24,17,
303,"Frederick County, Maryland",84308,24,21,
304,"Harford County, Maryland",77765,24,25,
305,"Howard County, Maryland",109476,24,27,
306,"Montgomery County, Maryland",98326,24,31,
307,"Prince George's County, Maryland",72052,24,33,
308,"St. Mary's County, Maryland",78233,24,37,
309,"Washington County, Maryland",57615,24,43,
310,"Wicomico County, Maryland",48897,24,45,
311,"Baltimore city, Maryland",42266,24,510,
312,"Barnstable County, Massachusetts",61026,25,1,
313,"Berkshire County, Massachusetts",52514,25,3,
314,"Bristol County, Massachusetts",53501,25,5,
315,"Essex County, Massachusetts",67522,25,9,
316,"Franklin County, Massachusetts",52339,25,11,
317,"Hampden County, Massachusetts",48845,25,13,
318,"Hampshire County, Massachusetts",65190,25,15,
319,"Middlesex County, Massachusetts",82425,25,17,
320,"Norfolk County, Massachusetts",84317,25,21,
321,"Plymouth County, Massachusetts",76183,25,23,
322,"Suffolk County, Massachusetts",54747,25,25,
323,"Worcester County, Massachusetts",62483,25,27,
324,"Allegan County, Michigan",56077,26,5,
325,"Bay County, Michigan",41281,26,17,
326,"Berrien County, Michigan",44747,26,21,
327,"Calhoun County, Michigan",44520,26,25,
328,"Clinton County, Michigan",59569,26,37,
329,"Eaton County, Michigan",53328,26,45,
330,"Genesee County, Michigan",41249,26,49,
331,"Grand Traverse County, Michigan",50830,26,55,
332,"Ingham County, Michigan",44569,26,65,
333,"Isabella County, Michigan",37488,26,73,
334,"Jackson County, Michigan",43668,26,75,
335,"Kalamazoo County, Michigan",45854,26,77,
336,"Kent County, Michigan",51992,26,81,
337,"Lapeer County, Michigan",52960,26,87,
338,"Lenawee County, Michigan",45938,26,91,
339,"Livingston County, Michigan",70707,26,93,
340,"Macomb County, Michigan",52851,26,99,
341,"Marquette County, Michigan",45011,26,103,
342,"Midland County, Michigan",49913,26,111,
343,"Monroe County, Michigan",53561,26,115,
344,"Muskegon County, Michigan",41630,26,121,
345,"Oakland County, Michigan",67202,26,125,
346,"Ottawa County, Michigan",57517,26,139,
347,"Saginaw County, Michigan",41548,26,145,
348,"St. Clair County, Michigan",50285,26,147,
349,"Shiawassee County, Michigan",41892,26,155,
350,"Van Buren County, Michigan",45081,26,159,
351,"Washtenaw County, Michigan",59660,26,161,
352,"Wayne County, Michigan",40487,26,163,
353,"Anoka County, Minnesota",70800,27,3,
354,"Blue Earth County, Minnesota",51858,27,13,
355,"Carver County, Minnesota",82333,27,19,
356,"Dakota County, Minnesota",73475,27,37,
357,"Hennepin County, Minnesota",64379,27,53,
358,"Olmsted County, Minnesota",65665,27,109,
359,"Ramsey County, Minnesota",56734,27,123,
360,"Rice County, Minnesota",58584,27,131,
361,"St. Louis County, Minnesota",45895,27,137,
362,"Scott County, Minnesota",83173,27,139,
363,"Sherburne County, Minnesota",76036,27,141,
364,"Stearns County, Minnesota",57763,27,145,
365,"Washington County, Minnesota",80748,27,163,
366,"Wright County, Minnesota",71917,27,171,
367,"DeSoto County, Mississippi",58959,28,33,
368,"Forrest County, Mississippi",35422,28,35,
369,"Harrison County, Mississippi",42070,28,47,
370,"Hinds County, Mississippi",33719,28,49,
371,"Jackson County, Mississippi",47891,28,59,
372,"Jones County, Mississippi",33915,28,67,
373,"Lauderdale County, Mississippi",32217,28,75,
374,"Lee County, Mississippi",42882,28,81,
375,"Madison County, Mississippi",66400,28,89,
376,"Rankin County, Mississippi",55209,28,121,
377,"Boone County, Missouri",48953,29,19,
378,"Buchanan County, Missouri",43895,29,21,
379,"Cape Girardeau County, Missouri",42760,29,31,
380,"Cass County, Missouri",64144,29,37,
381,"Christian County, Missouri",51342,29,43,
382,"Clay County, Missouri",60541,29,47,
383,"Cole County, Missouri",50780,29,51,
384,"Franklin County, Missouri",50502,29,71,
385,"Greene County, Missouri",37779,29,77,
386,"Jackson County, Missouri",46768,29,95,
387,"Jasper County, Missouri",40967,29,97,
388,"Jefferson County, Missouri",55089,29,99,
389,"Platte County, Missouri",63438,29,165,
390,"St. Charles County, Missouri",70137,29,183,
391,"St. Francois County, Missouri",37349,29,187,
392,"St. Louis County, Missouri",59290,29,189,
393,"St. Louis city, Missouri",34488,29,510,
394,"Cascade County, Montana",43947,30,13,
395,"Flathead County, Montana",47802,30,29,
396,"Gallatin County, Montana",58809,30,31,
397,"Lewis and Clark County, Montana",54954,30,49,
398,"Missoula County, Montana",48077,30,63,
399,"Yellowstone County, Montana",52610,30,111,
400,"Douglas County, Nebraska",51728,31,55,
401,"Lancaster County, Nebraska",52019,31,109,
402,"Sarpy County, Nebraska",65706,31,153,
403,"Clark County, Nevada",51057,32,3,
404,"Washoe County, Nevada",53588,32,31,
405,"Cheshire County, New Hampshire",51945,33,5,
406,"Grafton County, New Hampshire",56370,33,9,
407,"Hillsborough County, New Hampshire",67574,33,11,
408,"Merrimack County, New Hampshire",65662,33,13,
409,"Rockingham County, New Hampshire",74782,33,15,
410,"Strafford County, New Hampshire",60692,33,17,
411,"Atlantic County, New Jersey",52127,34,1,
412,"Bergen County, New Jersey",81670,34,3,
413,"Burlington County, New Jersey",77398,34,5,
414,"Camden County, New Jersey",58006,34,7,
415,"Cape May County, New Jersey",60560,34,9,
416,"Cumberland County, New Jersey",45978,34,11,
417,"Essex County, New Jersey",53610,34,13,
418,"Gloucester County, New Jersey",71355,34,15,
419,"Hudson County, New Jersey",56079,34,17,
420,"Hunterdon County, New Jersey",110457,34,19,
421,"Mercer County, New Jersey",70857,34,21,
422,"Middlesex County, New Jersey",76848,34,23,
423,"Monmouth County, New Jersey",83749,34,25,
424,"Morris County, New Jersey",100176,34,27,
425,"Ocean County, New Jersey",60227,34,29,
426,"Passaic County, New Jersey",58898,34,31,
427,"Salem County, New Jersey",61943,34,33,
428,"Somerset County, New Jersey",97219,34,35,
429,"Sussex County, New Jersey",88407,34,37,
430,"Union County, New Jersey",64593,34,39,
431,"Warren County, New Jersey",67208,34,41,
432,"Bernalillo County, New Mexico",48257,35,1,
433,"Chaves County, New Mexico",45753,35,5,
434,"Doña Ana County, New Mexico",36343,35,13,
435,"Lea County, New Mexico",56191,35,25,
436,"McKinley County, New Mexico",24945,35,31,
437,"Otero County, New Mexico",44102,35,35,
438,"Sandoval County, New Mexico",55825,35,43,
439,"San Juan County, New Mexico",43787,35,45,
440,"Santa Fe County, New Mexico",51833,35,49,
441,"Valencia County, New Mexico",40075,35,61,
442,"Albany County, New York",55778,36,1,
443,"Bronx County, New York",33009,36,5,
444,"Broome County, New York",45560,36,7,
445,"Cattaraugus County, New York",40362,36,9,
446,"Cayuga County, New York",50154,36,11,
447,"Chautauqua County, New York",40413,36,13,
448,"Chemung County, New York",45237,36,15,
449,"Clinton County, New York",43892,36,19,
450,"Dutchess County, New York",70056,36,27,
451,"Erie County, New York",51245,36,29,
452,"Jefferson County, New York",46683,36,45,
453,"Kings County, New York",47520,36,47,
454,"Livingston County, New York",52061,36,51,
455,"Madison County, New York",52300,36,53,
456,"Monroe County, New York",51665,36,55,
457,"Nassau County, New York",96193,36,59,
458,"New York County, New York",72190,36,61,
459,"Niagara County, New York",46775,36,63,
460,"Oneida County, New York",43702,36,65,
461,"Onondaga County, New York",52110,36,67,
462,"Ontario County, New York",58165,36,69,
463,"Orange County, New York",68950,36,71,
464,"Oswego County, New York",46533,36,75,
465,"Putnam County, New York",93746,36,79,
466,"Queens County, New York",56599,36,81,
467,"Rensselaer County, New York",57438,36,83,
468,"Richmond County, New York",69633,36,85,
469,"Rockland County, New York",80942,36,87,
470,"St. Lawrence County, New York",45157,36,89,
471,"Saratoga County, New York",70673,36,91,
472,"Schenectady County, New York",54293,36,93,
473,"Steuben County, New York",47046,36,101,
474,"Suffolk County, New York",85439,36,103,
475,"Sullivan County, New York",47805,36,105,
476,"Tompkins County, New York",48516,36,109,
477,"Ulster County, New York",58429,36,111,
478,"Warren County, New York",55593,36,113,
479,"Wayne County, New York",50242,36,117,
480,"Westchester County, New York",84220,36,119,
481,"Alamance County, North Carolina",42512,37,1,
482,"Brunswick County, North Carolina",47334,37,19,
483,"Buncombe County, North Carolina",46431,37,21,
484,"Burke County, North Carolina",33379,37,23,
485,"Cabarrus County, North Carolina",54307,37,25,
486,"Caldwell County, North Carolina",32386,37,27,
487,"Carteret County, North Carolina",45231,37,31,
488,"Catawba County, North Carolina",42859,37,35,
489,"Chatham County, North Carolina",56550,37,37,
490,"Cleveland County, North Carolina",40581,37,45,
491,"Craven County, North Carolina",44963,37,49,
492,"Cumberland County, North Carolina",43609,37,51,
493,"Davidson County, North Carolina",38803,37,57,
494,"Durham County, North Carolina",52488,37,63,
495,"Forsyth County, North Carolina",45580,37,67,
496,"Gaston County, North Carolina",41728,37,71,
497,"Guilford County, North Carolina",45726,37,81,
498,"Harnett County, North Carolina",45533,37,85,
499,"Henderson County, North Carolina",44036,37,89,
500,"Iredell County, North Carolina",49488,37,97,
501,"Johnston County, North Carolina",50492,37,101,
502,"Lincoln County, North Carolina",49079,37,109,
503,"Mecklenburg County, North Carolina",54278,37,119,
504,"Moore County, North Carolina",49959,37,125,
505,"Nash County, North Carolina",40057,37,127,
506,"New Hanover County, North Carolina",48688,37,129,
507,"Onslow County, North Carolina",44673,37,133,
508,"Orange County, North Carolina",59409,37,135,
509,"Pitt County, North Carolina",40639,37,147,
510,"Randolph County, North Carolina",40109,37,151,
511,"Robeson County, North Carolina",29542,37,155,
512,"Rockingham County, North Carolina",41335,37,157,
513,"Rowan County, North Carolina",41154,37,159,
514,"Rutherford County, North Carolina",34993,37,161,
515,"Surry County, North Carolina",35579,37,171,
516,"Union County, North Carolina",63355,37,179,
517,"Wake County, North Carolina",65160,37,183,
518,"Wayne County, North Carolina",42193,37,191,
519,"Wilkes County, North Carolina",31135,37,193,
520,"Wilson County, North Carolina",41095,37,195,
521,"Burleigh County, North Dakota",64388,38,15,
522,"Cass County, North Dakota",52015,38,17,
523,"Grand Forks County, North Dakota",49248,38,35,
524,"Ward County, North Dakota",57679,38,101,
525,"Allen County, Ohio",43030,39,3,
526,"Ashtabula County, Ohio",40839,39,7,
527,"Belmont County, Ohio",38224,39,13,
528,"Butler County, Ohio",55958,39,17,
529,"Clark County, Ohio",43742,39,23,
530,"Clermont County, Ohio",61702,39,25,
531,"Columbiana County, Ohio",42100,39,29,
532,"Cuyahoga County, Ohio",43501,39,35,
533,"Delaware County, Ohio",84159,39,41,
534,"Erie County, Ohio",46073,39,43,
535,"Fairfield County, Ohio",56286,39,45,
536,"Franklin County, Ohio",51460,39,49,
537,"Geauga County, Ohio",66428,39,55,
538,"Greene County, Ohio",59872,39,57,
539,"Hamilton County, Ohio",46967,39,61,
540,"Hancock County, Ohio",46382,39,63,
541,"Jefferson County, Ohio",37012,39,81,
542,"Lake County, Ohio",54906,39,85,
543,"Licking County, Ohio",54875,39,89,
544,"Lorain County, Ohio",52687,39,93,
545,"Lucas County, Ohio",40245,39,95,
546,"Mahoning County, Ohio",40843,39,99,
547,"Marion County, Ohio",41849,39,101,
548,"Medina County, Ohio",66477,39,103,
549,"Miami County, Ohio",51581,39,109,
550,"Montgomery County, Ohio",42776,39,113,
551,"Muskingum County, Ohio",39212,39,119,
552,"Portage County, Ohio",52337,39,133,
553,"Richland County, Ohio",39455,39,139,
554,"Ross County, Ohio",40493,39,141,
555,"Scioto County, Ohio",37351,39,145,
556,"Stark County, Ohio",44979,39,151,
557,"Summit County, Ohio",49232,39,153,
558,"Trumbull County, Ohio",41798,39,155,
559,"Tuscarawas County, Ohio",44130,39,157,
560,"Warren County, Ohio",73432,39,165,
561,"Wayne County, Ohio",49849,39,169,
562,"Wood County, Ohio",51680,39,173,
563,"Canadian County, Oklahoma",63549,40,17,
564,"Cleveland County, Oklahoma",54340,40,27,
565,"Comanche County, Oklahoma",41488,40,31,
566,"Creek County, Oklahoma",44469,40,37,
567,"Muskogee County, Oklahoma",39130,40,101,
568,"Oklahoma County, Oklahoma",45810,40,109,
569,"Payne County, Oklahoma",36087,40,119,
570,"Pottawatomie County, Oklahoma",45012,40,125,
571,"Rogers County, Oklahoma",54425,40,131,
572,"Tulsa County, Oklahoma",47949,40,143,
573,"Wagoner County, Oklahoma",52108,40,145,
574,"Benton County, Oregon",47808,41,3,
575,"Clackamas County, Oregon",66758,41,5,
576,"Deschutes County, Oregon",46791,41,17,
577,"Douglas County, Oregon",40605,41,19,
578,"Jackson County, Oregon",43363,41,29,
579,"Josephine County, Oregon",38298,41,33,
580,"Klamath County, Oregon",36885,41,35,
581,"Lane County, Oregon",43459,41,39,
582,"Linn County, Oregon",45130,41,43,
583,"Marion County, Oregon",46873,41,47,
584,"Multnomah County, Oregon",54024,41,51,
585,"Polk County, Oregon",49781,41,53,
586,"Umatilla County, Oregon",48514,41,59,
587,"Washington County, Oregon",63238,41,67,
588,"Yamhill County, Oregon",58612,41,71,
589,"Adams County, Pennsylvania",59029,42,1,
590,"Allegheny County, Pennsylvania",51424,42,3,
591,"Armstrong County, Pennsylvania",43191,42,5,
592,"Beaver County, Pennsylvania",49937,42,7,
593,"Berks County, Pennsylvania",56043,42,11,
594,"Blair County, Pennsylvania",42164,42,13,
595,"Bucks County, Pennsylvania",73594,42,17,
596,"Butler County, Pennsylvania",58233,42,19,
597,"Cambria County, Pennsylvania",41423,42,21,
598,"Carbon County, Pennsylvania",44017,42,25,
599,"Centre County, Pennsylvania",53207,42,27,
600,"Chester County, Pennsylvania",83633,42,29,
601,"Clearfield County, Pennsylvania",39236,42,33,
602,"Columbia County, Pennsylvania",46530,42,37,
603,"Crawford County, Pennsylvania",44575,42,39,
604,"Cumberland County, Pennsylvania",60088,42,41,
605,"Dauphin County, Pennsylvania",53816,42,43,
606,"Delaware County, Pennsylvania",64822,42,45,
607,"Erie County, Pennsylvania",44292,42,49,
608,"Fayette County, Pennsylvania",38903,42,51,
609,"Franklin County, Pennsylvania",54303,42,55,
610,"Indiana County, Pennsylvania",45266,42,63,
611,"Lackawanna County, Pennsylvania",45295,42,69,
612,"Lancaster County, Pennsylvania",56922,42,71,
613,"Lawrence County, Pennsylvania",43425,42,73,
614,"Lebanon County, Pennsylvania",55973,42,75,
615,"Lehigh County, Pennsylvania",54244,42,77,
616,"Luzerne County, Pennsylvania",45190,42,79,
617,"Lycoming County, Pennsylvania",47373,42,81,
618,"Mercer County, Pennsylvania",44222,42,85,
619,"Monroe County, Pennsylvania",55536,42,89,
620,"Montgomery County, Pennsylvania",76919,42,91,
621,"Northampton County, Pennsylvania",60482,42,95,
